"Производитель: E[Axioma];  Тип: S[Мультисистема];  (Сплит система) Холодопроизводительность: N[4.85];  (Сплит система) Площадь помещения: N[40];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[5.2];  (Потребляемая мощность) Охлаждение: N[1.56];  (Потребляемая мощность) Обогрев: S[1.56];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[ - / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[853*349*602];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Axioma];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[2.8];  (Сплит система) Площадь помещения: N[20];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[2.95];  (Потребляемая мощность) Охлаждение: N[1.05];  (Потребляемая мощность) Обогрев: S[1.15];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[698*190*255];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[ - / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[38/25];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[24];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.4];  (Соединительные трубы) Газовая линия : N[9.5];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[5];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Axioma];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[2.64];  (Сплит система) Площадь помещения: N[25];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[2.64];  (Потребляемая мощность) Охлаждение: N[0.821];  (Потребляемая мощность) Обогрев: S[0.795];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[715*194*258];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[ - / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[42.3 / 37.0 / 33.2];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[23.1];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Axioma];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[2.49];  (Сплит система) Площадь помещения: N[25];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[2.64];  (Потребляемая мощность) Охлаждение: N[0.89];  (Потребляемая мощность) Обогрев: S[0.82];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[715*194*285];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[ - / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[39 / 32 / 27];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[25];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[8];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Axioma];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[2.5];  (Сплит система) Площадь помещения: N[25];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[2.5];  (Потребляемая мощность) Охлаждение: N[0.78];  (Потребляемая мощность) Обогрев: S[0.69];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[708*190*263];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[ - / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[35/32/30/23];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[25.6];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Axioma];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[2.5];  (Сплит система) Площадь помещения: N[35];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[2.5];  (Потребляемая мощность) Охлаждение: N[0.78];  (Потребляемая мощность) Обогрев: S[0.69];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[708*190*263];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[ - / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[35/30/23];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[25.6];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Axioma];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[3.2];  (Сплит система) Площадь помещения: N[25];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[3.7];  (Потребляемая мощность) Охлаждение: N[0.81];  (Потребляемая мощность) Обогрев: S[0.78];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[708*190*263];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[ - / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[36/23];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[24];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.4];  (Соединительные трубы) Газовая линия : N[9.5];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Axioma];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[3.2];  (Сплит система) Площадь помещения: N[25];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[3.7];  (Потребляемая мощность) Охлаждение: N[0.82];  (Потребляемая мощность) Обогрев: S[0.78];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[708*190*263];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[ - / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[36/34/30/23];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[24];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Axioma];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[2.64];  (Сплит система) Площадь помещения: N[25];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[2.8];  (Потребляемая мощность) Охлаждение: N[0.82];  (Потребляемая мощность) Обогрев: S[0.77];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[698*190*255];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[ - / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[39/26];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[20];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.4];  (Соединительные трубы) Газовая линия : N[9.5];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[5];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Axioma];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[3.37];  (Сплит система) Площадь помещения: N[25];  (Сплит система) Инвертор: S[да];  (Сплит система) Теплопроизводительность: N[3.66];  (Потребляемая мощность) Охлаждение: N[1.25];  (Потребляемая мощность) Обогрев: S[1.35];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[698*190*255];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[ - / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[35/25];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[24];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.4];  (Соединительные трубы) Газовая линия : N[9.5];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[5];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Axioma];  Тип: S[Настенный];  (Сплит система) Холодопроизводительность: N[3.22];  (Сплит система) Площадь помещения: N[35];  (Сплит система) Инвертор: S[нет];  (Сплит система) Теплопроизводительность: N[3.37];  (Потребляемая мощность) Охлаждение: N[1.15];  (Потребляемая мощность) Обогрев: S[1.05];  (Рабочий ток) Охлаждение: S[];  (Рабочий ток) Обогрев: S[];  (Рабочий ток) Напряжение / Частота источника питания: S[1 / 220 / 50];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш * Г * В): S[805*194*285];  (Внутренний блок) Упаковка (Ш * Г * В): S[];  (Внутренний блок) Масса (нетто / брутто): S[ - / - ];  (Внутренний блок) Уровень шума мин. / макс.: S[39 / 34 / 29];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш * Г * В): S[];  (Наружный блок) Упаковка (Ш * Г * В): S[];  (Наружный блок) Масса (нетто / брутто): S[27.6];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[8];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
